displayName,joined,points,tier,totalBronzeMedals,totalGoldMedals,totalMedals,totalSilverMedals
bestfitting,2016-09-07T16:39:04.817Z,184323.0,grandmaster,0,12,16,4
Μαριος Μιχαηλιδης KazAnova,2013-06-24T19:35:02.9Z,146951.0,grandmaster,26,30,85,29
Giba,2012-08-23T17:26:51.11Z,143297.0,grandmaster,22,39,91,30
Komaki,2012-11-13T02:47:47.523Z,118405.0,grandmaster,3,5,15,7
raddar,2015-08-24T11:49:01.703Z,113900.0,grandmaster,4,10,22,8
Little Boat,2014-04-20T02:13:51Z,111791.0,grandmaster,6,14,37,17
Eureka,2014-02-28T16:23:47.597Z,110880.0,grandmaster,5,19,43,19
weiwei,2016-04-16T03:47:27.027Z,99946.0,grandmaster,4,8,18,6
Kohei,2011-02-16T10:14:36Z,98121.0,grandmaster,18,15,62,29
ZFTurbo,2015-11-08T08:25:50.383Z,97769.0,grandmaster,8,10,34,16
outrunner,2017-02-28T02:37:59.207Z,90647.0,master,1,3,12,8
Stanislav Semenov,2013-12-13T08:10:20.96Z,90640.0,grandmaster,0,28,37,9
plantsgo,2016-10-12T03:07:13.557Z,87182.0,grandmaster,1,5,8,2
idle_speculation,2013-07-13T19:24:20.74Z,86959.0,grandmaster,7,8,23,8
Pavel Pleskov,2015-05-21T12:01:59.73Z,82754.0,grandmaster,4,7,18,7
To Train Them Is My Cause,2016-12-08T22:23:59.267Z,82025.0,master,2,3,13,8
David,2017-01-29T03:11:44.483Z,81243.0,master,5,3,9,1
alijs,2016-07-20T18:49:51.157Z,80972.0,master,7,3,20,10
Mathurin Aché,2011-10-11T10:41:53.177Z,80420.0,master,19,4,34,11
Michael Jahrer,2010-06-25T21:54:51Z,76364.0,grandmaster,2,14,27,11
Faron,2014-06-23T12:54:35.657Z,69806.0,grandmaster,3,15,23,5
Silogram,2012-12-09T09:04:56.42Z,69537.0,grandmaster,10,11,48,27
CPMP,2012-12-16T12:03:05.527Z,67282.0,grandmaster,2,5,15,8
utility,2014-12-09T12:04:11.43Z,65603.0,grandmaster,4,14,25,7
James Trotman,2015-05-05T16:00:57.387Z,65158.0,master,8,2,33,23
Shize Su,2014-02-06T20:13:15.337Z,64480.0,grandmaster,6,15,39,18
thousandvoices,2017-03-19T22:32:22.647Z,62656.0,grandmaster,1,5,7,1
beluga,2011-10-05T16:49:08.02Z,61118.0,grandmaster,10,11,31,10
Mike Kim,2012-10-22T19:04:42.297Z,60983.0,grandmaster,25,7,65,33
Jiwei Liu,2013-05-09T03:27:56.19Z,60173.0,grandmaster,10,11,44,23
Russ W,2015-07-30T00:13:52.503Z,59622.0,grandmaster,1,9,14,4
Daniel FG,2014-08-03T19:08:38.097Z,58952.0,grandmaster,4,7,21,10
Miha Skalic,2014-07-05T07:11:57.397Z,58857.0,master,0,3,5,2
Nima Shahbazi,2015-04-20T20:37:58.653Z,57624.0,grandmaster,0,8,16,8
piupiu,2016-03-23T09:21:37.59Z,57162.0,master,1,4,7,2
mchahhou,2013-10-19T22:37:51.46Z,57148.0,master,2,4,12,6
anokas,2016-01-16T21:02:01.33Z,55749.0,master,5,5,17,7
neongen,2016-04-24T18:35:13.297Z,54872.0,master,8,2,17,7
ash hafez,2014-11-04T15:38:14.937Z,54347.0,grandmaster,6,10,33,17
Konstantin Lopuhin,2011-10-27T20:22:21.167Z,53758.0,master,1,4,6,1
clustifier,2012-11-11T23:05:57.843Z,53535.0,grandmaster,19,7,57,31
Computer says no,2012-12-04T12:01:18.4Z,53334.0,master,5,4,19,10
Kyle Y. Lee,2015-12-30T14:30:03.743Z,53147.0,grandmaster,3,5,15,7
sjv,2015-11-28T18:07:12.047Z,53116.0,grandmaster,0,6,8,2
Bojan Tunguz,2015-09-11T21:32:16.517Z,52336.0,master,14,2,25,9
Chun Ming Lee,2017-04-18T06:56:54.35Z,52336.0,master,0,2,4,2
Dmitry Larko,2012-10-20T07:28:36.447Z,52105.0,grandmaster,7,11,30,12
Kele,2015-02-23T21:29:50.207Z,52013.0,grandmaster,3,6,22,13
Fangzhou Liao,2016-01-10T07:08:24.993Z,51055.0,master,0,4,4,0
flowlight,2013-11-29T18:53:46.987Z,50233.0,master,1,2,5,2
Vladimir Iglovikov,2015-01-28T01:59:56.38Z,50084.0,grandmaster,6,5,20,9
Alexander Buslaev,2014-06-25T11:14:17.273Z,49880.0,master,0,3,4,1
Evgeny Patekha,2016-02-04T09:56:56.293Z,49281.0,master,0,4,8,4
DavidGbodiOdaibo,2015-06-16T16:37:47.633Z,48811.0,master,6,4,16,6
Heng CherKeng,2013-07-11T03:08:38.677Z,48409.0,master,1,3,7,3
sergey.kozub,2012-12-12T07:05:13.947Z,48401.0,grandmaster,0,6,8,2
Danijel Kivaranovic,2014-03-22T10:12:39.42Z,47880.0,grandmaster,1,5,10,4
bobutis,2015-09-17T22:18:06.527Z,46653.0,grandmaster,2,6,9,1
Dmytro Poplavskiy,2016-10-07T11:53:20.113Z,46636.0,master,0,5,5,0
Jack (Japan),2014-02-26T08:20:24.073Z,45961.0,master,4,4,15,7
jacobkie,2016-06-04T12:00:19.003Z,45783.0,master,1,2,5,2
n01z3,2015-08-27T16:48:46.157Z,45491.0,grandmaster,3,5,12,4
Alexander  Larko,2010-05-14T04:13:00Z,44830.0,grandmaster,23,13,60,24
Victor Durnov,2016-02-01T07:07:06.72Z,44496.0,master,1,2,9,6
Weimin Wang,2014-06-04T04:54:54.147Z,44317.0,master,3,3,12,6
Vladimir Larin,2015-02-18T13:30:36.08Z,43866.0,master,14,1,23,8
Ceshine Lee,2013-05-14T14:55:10.007Z,43788.0,expert,9,0,22,13
Luis Andre Dutra e Silva,2015-07-14T02:49:32.273Z,42973.0,master,14,2,24,8
Medrr,2012-03-06T09:37:23.497Z,42447.0,grandmaster,0,6,15,9
Arsenal,2012-11-23T04:41:39.953Z,42399.0,master,4,4,15,7
gmobaz,2012-03-17T02:33:54.907Z,42270.0,master,9,3,16,4
Qingchen,2012-01-17T12:18:14.383Z,42244.0,grandmaster,6,9,25,10
NxGTR,2014-11-25T21:34:19.357Z,42047.0,master,17,1,33,15
fakeplastictrees,2014-02-24T14:34:38.62Z,41959.0,grandmaster,1,6,15,8
Alexey Noskov,2015-02-03T21:16:47.77Z,41830.0,grandmaster,1,6,18,11
toshi_k,2014-03-07T09:16:25.897Z,41528.0,master,4,4,18,10
Ivanhoe,2013-04-30T20:53:35.98Z,41377.0,master,24,3,56,29
Pavel Ostyakov,2016-02-23T21:42:02.607Z,41370.0,master,0,5,7,2
Guanshuo Xu,2015-12-02T04:40:13.517Z,40707.0,master,2,4,11,5
Darragh,2014-07-03T17:07:48.4Z,40653.0,grandmaster,1,9,19,9
FeiYang,2016-08-15T12:02:14.927Z,40607.0,expert,0,2,2,0
Branden Murray,2013-12-21T22:24:25.577Z,40164.0,grandmaster,4,6,20,10
Mickey,2013-10-05T07:33:35.53Z,40018.0,master,4,3,18,11
Dr. Knope,2016-09-18T09:58:02.84Z,39845.0,master,1,1,7,5
Yinpeng Dong,2017-03-14T03:21:03.2Z,39627.0,master,1,3,4,0
infzero,2017-04-14T07:23:08.727Z,39624.0,master,0,2,6,4
JohnM,2015-05-31T13:23:31.297Z,39164.0,expert,17,0,24,7
Tianyu Pang,2017-07-28T08:50:52.687Z,39132.0,master,0,3,3,0
x0x0w1,2016-05-31T15:04:06.307Z,38941.0,master,1,1,13,11
qianqian,2015-08-26T02:31:56.757Z,38902.0,grandmaster,7,5,19,7
ONODERA,2015-03-24T03:37:35.103Z,38481.0,master,1,3,9,5
Vicens Gaitan,2014-11-04T17:23:33.797Z,37503.0,master,6,2,23,15
gavrand,2015-08-04T20:57:52.343Z,37223.0,expert,19,0,26,7
Sergei Fironov,2012-11-30T06:01:57.243Z,37152.0,master,1,5,6,0
DataGeek,2012-05-03T04:02:47.57Z,37099.0,master,23,4,47,20
Mario Filho,2013-06-08T15:31:03.597Z,37088.0,grandmaster,6,7,23,10
pongba,2015-01-26T15:25:05.737Z,36982.0,master,5,2,13,6
Selim Seferbekov,2016-02-20T12:55:09.263Z,36968.0,master,0,2,4,2
Philip Popien,2015-03-06T00:01:49.51Z,36937.0,master,7,1,18,10
Bishwarup B,2015-02-25T08:57:07.203Z,36860.0,grandmaster,0,5,12,7
Herra Huu,2011-06-16T15:28:07.877Z,36426.0,grandmaster,2,5,11,4
Georgiy Danshchin,2014-09-08T10:49:32.02Z,36409.0,master,1,3,6,2
Abhishek,2011-01-12T03:44:52Z,36273.0,grandmaster,15,17,53,21
Alex Shvets,2017-01-15T22:14:17.06Z,36156.0,master,4,3,11,4
Paweł Jankiewicz,2011-12-13T20:59:49.83Z,35448.0,grandmaster,3,9,14,2
Evgeny_Semyonov,2016-04-11T13:24:10.46Z,35352.0,expert,2,1,4,1
Sangxia,2016-04-12T19:58:48.83Z,35064.0,master,1,3,6,2
Plankton,2015-01-07T02:56:56.78Z,34524.0,grandmaster,4,5,12,3
Paulo Pinto,2016-02-22T12:40:35.56Z,34402.0,expert,7,0,18,11
Anil Thomas,2011-04-04T21:03:45.823Z,34321.0,grandmaster,9,9,24,6
AhmetErdem,2015-11-22T15:08:14.03Z,34243.0,master,0,2,6,4
Alex Parinov,2016-02-28T11:17:44.93Z,33610.0,expert,8,0,14,6
Chenglong Chen,2013-05-21T07:37:54.007Z,33341.0,grandmaster,6,5,21,10
SRK,2012-11-28T14:13:45.6Z,32632.0,grandmaster,16,11,48,21
Victor,2011-12-24T18:19:09.937Z,32160.0,grandmaster,5,6,16,5
kes | Glib Kechyn,2017-07-21T14:43:13.637Z,32088.0,master,6,2,12,4
Li-Der,2012-05-21T19:14:45.493Z,31912.0,master,5,3,24,16
TeraFlops,2016-03-03T16:54:39.823Z,31749.0,expert,7,0,10,3
Alberto Danese,2015-11-09T20:59:19.083Z,31404.0,grandmaster,0,5,6,1
Sergey Mushinskiy,2014-04-10T19:41:13.06Z,31383.0,master,1,3,4,0
ValeriyBabushkin,2016-08-18T12:49:33.73Z,31108.0,master,2,2,11,7
Jun Xie,2017-04-28T07:39:43.83Z,31027.0,master,1,2,6,3
Mirek Bober,2017-03-10T15:48:03.25Z,30980.0,master,0,2,3,1
tarobxl,2016-05-19T08:56:22.593Z,30870.0,master,4,2,12,6
Davut Polat,2013-05-02T17:59:41.253Z,30784.0,master,2,9,17,6
onthehilluu,2011-10-17T00:49:17.803Z,29946.0,master,7,4,30,19
Ryan Sun,2014-02-07T08:05:28.013Z,29860.0,master,1,1,6,4
Evgeny Nekrasov,2015-02-08T15:18:10.73Z,29799.0,master,1,3,8,4
Ouranos,2014-07-26T16:23:13.223Z,29664.0,master,6,1,23,16
Dmitriy Umerenkov,2017-02-06T19:08:31.67Z,29655.0,master,0,2,3,1
Dmitry Kulagin,2016-07-13T15:15:29.063Z,29418.0,expert,3,0,9,6
universe321,2018-02-01T09:48:00.343Z,29363.0,expert,1,0,2,1
lyakaap,2017-07-29T14:03:24.063Z,29301.0,master,2,2,6,2
Manel,2015-12-03T14:31:44.377Z,29271.0,master,0,2,14,12
You Jia,2017-06-09T02:40:11.16Z,29095.0,master,1,2,5,2
José A. Guerrero,2011-01-27T22:42:36Z,28902.0,grandmaster,10,11,42,21
Pavel Blinov,2013-06-28T10:23:08.373Z,28772.0,master,5,3,18,10
Andrey Kiryasov,2016-01-15T18:52:53.68Z,28731.0,master,1,4,11,6
Yibing Wu,2017-07-08T19:19:21.16Z,28525.0,master,1,1,7,5
Fengari,2016-03-11T09:29:18.59Z,28486.0,grandmaster,2,5,14,7
Janos,2015-04-07T05:33:06.927Z,28395.0,expert,18,0,21,3
ZadrraS,2015-01-26T14:02:50.97Z,28230.0,master,3,2,6,1
Willie Liao,2011-10-10T16:59:31.7Z,28185.0,master,13,1,30,16
Bill,2013-03-19T16:24:05.613Z,28001.0,master,2,3,10,5
u1234x1234,2014-01-31T18:11:05.737Z,27926.0,master,6,4,10,0
See--,2016-09-11T20:09:11.477Z,27884.0,master,1,1,4,2
Lawrence Chernin,2012-11-11T22:33:09.457Z,27870.0,expert,13,0,16,3
Michael Maguire,2014-05-22T19:15:25.177Z,27859.0,master,5,3,13,5
Damon,2016-07-05T06:46:56.04Z,27815.0,master,3,3,12,6
Sergey Yurgenson,2010-12-02T16:25:13Z,27788.0,grandmaster,10,18,50,22
30CrMnSiA,2017-01-03T13:36:56.717Z,27785.0,master,2,2,11,7
Bogdan Ghenea,2014-12-31T08:05:05.323Z,27613.0,expert,7,1,9,1
littlelight,2017-06-21T00:50:53.907Z,27136.0,master,0,1,7,6
Owen,2011-04-04T18:13:34.867Z,27065.0,grandmaster,4,18,36,14
andrekos,2012-03-19T07:42:26.507Z,26961.0,expert,15,0,18,3
Alexander Ryzhkov,2011-10-22T15:17:52.913Z,26934.0,master,9,4,23,10
Jeong-Yoon Lee,2011-11-01T21:26:20.333Z,26513.0,master,12,8,42,22
slonoslon,2014-05-11T15:21:23.147Z,26360.0,master,1,1,7,5
Artem.Sanakoev,2013-04-07T17:39:04.407Z,26323.0,master,1,2,4,1
mgchbot,2015-08-12T01:47:25.22Z,26047.0,master,2,3,13,8
Alexander Guschin,2014-05-24T08:02:24.29Z,25853.0,grandmaster,1,7,15,7
circlecircle,2016-10-07T12:26:01.17Z,25692.0,master,0,3,4,1
y,2012-09-16T08:37:25.197Z,25686.0,grandmaster,18,8,46,20
Rand Xie,2015-04-11T05:11:44.587Z,25636.0,master,5,1,12,6
Gert,2011-04-19T19:50:03.477Z,25356.0,grandmaster,4,8,26,14
hoxosh,2012-03-02T08:43:56.22Z,25222.0,master,4,2,17,11
Justfor,2014-12-26T10:21:01.57Z,25186.0,master,9,1,26,16
Shai,2016-11-16T02:07:35.947Z,24706.0,master,1,2,8,5
JeffH,2014-04-09T02:05:55.253Z,24593.0,expert,3,0,5,2
mlandry,2012-07-01T05:49:24.703Z,24522.0,master,16,5,46,25
anttip,2012-06-19T01:35:06.243Z,24418.0,master,1,4,11,6
serg14,2016-06-07T16:42:49.247Z,24229.0,expert,0,2,2,0
Thomas O'Malley,2014-04-01T05:21:50.883Z,24167.0,expert,0,1,2,1
Tom Van de Wiele,2016-04-11T18:33:38.163Z,24070.0,expert,0,2,2,0
BreakfastPirate,2011-04-14T20:21:27.403Z,24003.0,grandmaster,4,13,32,15
rsent,2014-12-07T20:02:57.783Z,23947.0,expert,4,0,8,4
InfiniteWing,2017-06-01T07:07:06.213Z,23831.0,expert,6,0,9,3
Vlad Golubev,2017-09-19T09:49:27.517Z,23731.0,master,6,1,12,5
Akila Wajirasena,2013-05-04T02:38:12.123Z,23620.0,expert,7,0,9,2
Savva Kolbachev,2015-07-21T19:25:14.35Z,23585.0,expert,0,2,2,0
tkm2261,2015-10-06T10:58:52.057Z,23560.0,master,1,2,6,3
Kostadinov,2015-10-08T20:07:41.407Z,23529.0,master,1,1,5,3
Leustagos,2011-11-22T11:56:43.64Z,23386.0,grandmaster,5,23,38,10
Guillaume Huard,2014-06-25T08:30:48.763Z,23352.0,master,1,2,7,4
Dmytro Lystopad,2012-03-01T09:43:40.51Z,23287.0,master,2,4,14,8
grt123,2017-03-31T05:50:53.557Z,23205.0,expert,0,2,2,0
tereka,2015-01-16T11:42:45.557Z,23140.0,master,2,1,11,8
Evgeny Nizhibitsky,2011-04-20T17:53:37.76Z,23131.0,master,4,3,10,3
Shujian Liu,2016-02-05T22:02:11.04Z,23118.0,master,8,1,13,4
AbdulWahab Kabani,2013-11-12T06:42:11.367Z,23060.0,master,3,2,8,3
Kruegger,2014-06-14T19:36:01.06Z,23009.0,master,1,2,8,5
Girma Kejela,2014-12-11T08:15:09.847Z,22974.0,master,7,2,18,9
zhongtian,2016-10-30T10:13:45.743Z,22909.0,master,2,1,6,3
wata,2012-03-26T13:26:16.41Z,22882.0,expert,1,1,3,1
longint,2016-01-23T10:14:55.477Z,22859.0,master,1,1,7,5
whitebird,2015-12-12T17:03:36.31Z,22855.0,master,0,1,3,2
Dawnbreaker,2017-01-07T02:43:02.423Z,22811.0,master,0,1,6,5
chen,2016-02-12T18:12:12.58Z,22650.0,master,2,2,8,4
Konrad Banachewicz,2010-08-03T19:33:36Z,22620.0,master,13,8,46,25
bmci,2017-01-16T19:19:45.073Z,22591.0,master,8,1,12,3
cpuwdl,2017-07-30T03:34:00.567Z,22507.0,master,4,1,7,2
Jared Turkewitz,2015-03-17T06:18:54.863Z,22497.0,master,2,3,12,7
Sukjae Cho,2014-03-13T06:47:30.477Z,22478.0,master,1,2,7,4
Lucien de Rubempre,2015-12-03T15:06:39.283Z,22406.0,master,4,2,11,5
Sameh Faidi,2014-09-22T11:04:51.447Z,22359.0,master,0,2,10,8
Naokazu Mizuta,2010-10-10T13:01:16Z,22332.0,grandmaster,10,15,40,15
Damodar,2014-01-30T22:35:33.48Z,22255.0,expert,7,0,8,1
Hyun Ook Ryu,2014-12-03T04:39:37.33Z,22252.0,expert,14,0,19,5
Matt Motoki,2015-04-11T19:23:39.363Z,22251.0,master,5,1,13,7
David Bobillot,2014-07-16T12:44:38.967Z,22206.0,master,2,1,8,5
Praveen Adepu,2015-09-19T02:42:01.283Z,22073.0,master,6,2,13,5
Mike,2014-06-09T14:48:06.73Z,22055.0,master,1,1,7,5
Luca Massaron,2011-10-26T10:46:25.573Z,22011.0,master,30,3,52,19
amaia,2013-05-08T15:39:02.703Z,21992.0,expert,6,0,10,4
tito,2016-03-06T06:05:12.253Z,21879.0,master,0,3,6,3
NataM,2017-05-21T12:54:21.607Z,21824.0,expert,0,2,2,0
Scirpus,2014-09-29T15:57:04.947Z,21761.0,expert,7,0,17,10
Lesha,2017-03-31T13:42:13.773Z,21726.0,expert,0,2,2,0
Vopani,2013-07-09T05:35:42.833Z,21715.0,grandmaster,6,6,22,10
Tetyana Yatsenko,2016-12-13T00:08:17.793Z,21696.0,expert,4,1,6,1
Adel Valiullin,2016-02-28T17:07:17.647Z,21476.0,expert,9,0,12,3
Artur Fattakhov (MIPT DIHT),2016-10-08T16:52:20.433Z,21456.0,master,2,1,7,4
Niranjan Nakkala,2015-06-25T10:20:36Z,21391.0,expert,4,0,5,1
Gleb Anferov,2016-11-17T12:02:40.77Z,21390.0,master,4,1,10,5
dhammack,2012-02-07T00:08:11.797Z,21352.0,master,0,4,6,2
zz,2012-03-19T14:48:04.373Z,21346.0,expert,13,0,16,3
toshif,2017-10-29T15:16:33.947Z,21304.0,master,3,1,7,3
Yunfeng Zhu,2015-03-04T16:14:13.773Z,21284.0,master,1,1,6,4
XuleiYang,2015-09-30T06:23:55.357Z,21259.0,master,2,2,9,5
gmilosev,2013-12-29T21:05:37.077Z,21244.0,grandmaster,3,6,20,11
Valentina Biryukova,2016-03-05T18:25:59.383Z,21226.0,expert,0,1,2,1
SkyLibrary,2013-04-05T17:20:22.1Z,21201.0,master,9,4,28,15
Data Craze,2016-04-20T20:09:13.823Z,21195.0,expert,3,0,5,2
Kyle Richardson,2017-10-03T07:43:15.457Z,21082.0,expert,0,2,2,0
Master,2017-06-28T03:30:59.067Z,21019.0,master,2,1,5,2
Arthur  Llau,2015-12-15T10:08:47.85Z,20916.0,master,5,1,10,4
Tam T. Nguyen,2013-03-15T03:50:09.173Z,20757.0,grandmaster,7,5,23,11
data_mining2,2014-12-21T15:32:34.623Z,20715.0,expert,1,1,3,1
DL,2014-05-14T19:59:00.677Z,20604.0,expert,6,0,7,1
Troy Retter,2016-01-09T16:05:44.567Z,20560.0,master,0,2,3,1
Rob Wishart,2016-01-19T11:57:13.563Z,20482.0,expert,6,0,6,0
Cardal,2014-12-25T09:59:02.62Z,20414.0,master,0,4,4,0
Bluefool,2010-08-08T22:10:15Z,20143.0,grandmaster,17,8,34,9
Lam Dang,2015-02-10T20:34:13.493Z,20108.0,master,2,2,5,1
Matias Thayer,2015-04-09T11:56:43.18Z,20022.0,grandmaster,1,5,11,5
Kishore M,2016-03-08T07:15:10.84Z,19899.0,expert,4,0,6,2
woshialex,2011-06-30T20:59:43.58Z,19883.0,grandmaster,7,7,23,9
Aleksey Kharlamov,2016-02-23T09:49:25.92Z,19864.0,master,1,3,4,0
Marek,2017-01-28T18:27:30.023Z,19820.0,expert,5,0,7,2
Zach,2011-03-02T16:00:34Z,19755.0,grandmaster,7,6,20,7
Sergey Zhitansky,2015-09-10T14:55:54.987Z,19730.0,expert,3,0,5,2
RDizzl3,2015-02-08T00:44:55.953Z,19659.0,master,4,2,10,4
TerenceLiu,2017-06-07T01:26:22.64Z,19610.0,master,1,1,6,4
Dmitriy Guller,2014-07-21T02:22:26.24Z,19530.0,master,1,3,9,5
Pietro Marinelli,2013-03-08T11:16:35.31Z,19464.0,expert,14,0,20,6
Andrey Ostapets,2011-09-04T10:44:33.117Z,19447.0,master,13,1,25,11
Tom57,2014-02-11T07:41:51.247Z,19420.0,expert,7,0,9,2
Josef Feigl,2012-05-05T09:10:05.273Z,19247.0,grandmaster,5,6,22,11
Jordan Meyer,2011-04-04T23:28:19.013Z,19233.0,master,0,2,3,1
SVJ24,2014-02-04T14:08:13.71Z,19203.0,master,4,1,9,4
Tony Y.,2014-08-11T08:09:53.667Z,19126.0,expert,4,0,6,2
Panos,2014-11-06T14:09:59.553Z,19121.0,expert,14,0,21,7
zipp,2014-04-12T20:30:26.013Z,19021.0,expert,6,0,10,4
Maks Volkovs,2012-07-04T19:47:40.707Z,18970.0,master,2,3,7,2
Dmitry Efimov,2012-01-12T06:21:38.657Z,18888.0,grandmaster,3,19,34,12
the1owl,2015-04-30T07:27:38.47Z,18785.0,expert,7,0,7,0
Pierre Sardin,2016-03-28T18:32:13.217Z,18785.0,expert,4,0,8,4
Filip Radenovic,2018-03-21T15:53:53.977Z,18784.0,expert,0,2,2,0
Oleg Panichev,2014-06-10T20:39:51.44Z,18782.0,master,8,1,13,4
Alejandro Mosquera,2013-06-02T21:41:35.33Z,18714.0,grandmaster,8,5,22,9
pocket,2016-12-21T15:35:49.83Z,18541.0,master,0,2,3,1
Andre Naef,2015-03-29T20:26:50.72Z,18538.0,master,1,3,5,1
Nooh,2016-10-28T15:42:07.857Z,18528.0,expert,5,0,8,3
voilin,2016-02-26T06:24:09.293Z,18438.0,expert,2,0,5,3
Julian de Wit,2012-04-06T12:23:03.15Z,18395.0,grandmaster,1,6,9,2
Atanas Atanasov,2017-07-24T15:07:51.64Z,18307.0,master,1,1,7,5
zr,2017-03-30T07:56:38.917Z,18266.0,master,1,3,5,1
Alexandre Barachant,2013-07-30T13:47:25.067Z,18206.0,master,1,4,7,2
hamelg,2014-04-08T16:46:29.513Z,18110.0,expert,5,0,8,3
daten-kieker,2013-06-10T18:42:13.637Z,18098.0,expert,2,0,2,0
poteman,2015-11-05T12:46:26.393Z,18085.0,master,5,1,13,7
Masoud,2014-11-13T00:28:31.843Z,18034.0,expert,4,0,5,1
Etherqua,2014-06-16T20:03:55.93Z,18006.0,master,2,2,7,3
Chia-Ta Tsai,2014-12-22T07:04:46.2Z,18000.0,expert,3,0,6,3
rakhlin,2013-11-23T22:17:17.927Z,17971.0,master,8,1,14,5
RossWightman,2015-12-09T23:08:33.743Z,17957.0,master,2,3,7,2
huiqin,2017-05-23T02:32:17.427Z,17956.0,master,2,2,6,2
PhoenixLin,2013-10-10T01:12:34.65Z,17886.0,expert,0,1,2,1
Yusaku Sako,2017-02-10T05:23:59.55Z,17772.0,master,1,1,6,4
David Shinn,2013-06-05T03:51:21.093Z,17656.0,master,3,4,17,10
Lucius Yu,2014-07-23T10:56:17.883Z,17625.0,master,1,1,4,2
Maxim Vakhrushev,2016-03-08T07:28:00.79Z,17607.0,master,5,1,9,3
adityasinha,2016-06-29T03:33:06.403Z,17536.0,master,1,2,12,9
feels_g00d_man,2017-04-05T20:12:14.66Z,17453.0,master,1,2,4,1
Ben Ogorek,2013-07-15T05:13:29.97Z,17442.0,expert,0,0,2,2
KALE,2016-02-28T16:55:27.103Z,17399.0,master,5,2,11,4
barisumog,2013-04-11T08:50:42.027Z,17371.0,master,8,3,28,17
Chippy,2011-08-17T21:21:37.147Z,17335.0,master,12,2,17,3
jayjay,2014-12-19T17:36:52.577Z,17325.0,master,11,1,16,4
Jing Lu,2011-06-17T14:34:26.207Z,17266.0,expert,9,0,14,5
Pedro Lima,2015-02-09T17:48:44.603Z,17222.0,master,6,2,14,6
nomo,2015-11-18T12:20:18.71Z,17202.0,master,0,3,4,1
Antoine M,2015-04-29T07:24:24.953Z,17198.0,expert,1,1,2,0
RhodiumFit,2015-11-02T23:15:10.89Z,17154.0,expert,5,0,10,5
I Rustandi,2013-03-09T13:33:07.54Z,17089.0,expert,1,1,3,1
Parag Kale,2015-08-06T16:47:13.773Z,17043.0,master,6,3,13,4
senkin13,2016-09-14T14:24:24.05Z,16960.0,master,2,1,5,2
Joe Eddy,2016-03-27T18:14:06.353Z,16927.0,master,0,2,3,1
vecxoz,2016-04-25T15:04:51.733Z,16876.0,master,5,1,12,6
Artem Golubin,2014-08-18T19:10:32.43Z,16683.0,master,8,3,21,10
YaGana Sheriff-Hussaini,2017-02-05T02:13:28.57Z,16660.0,expert,7,0,10,3
Yerkebulan Berdibekov,2015-04-10T18:09:48.793Z,16649.0,expert,2,1,4,1
Vladimir Tomecek,2014-12-04T22:53:28.2Z,16496.0,master,3,1,6,2
Andrey Vykhodtsev,2012-10-01T13:46:26.767Z,16422.0,expert,8,0,9,1
Grzegorz Sionkowski,2015-05-29T17:50:42.263Z,16409.0,expert,4,0,9,5
Andrii Sydorchuk,2016-04-03T09:39:51.583Z,16343.0,master,0,1,3,2
Ruslan Baikulov,2016-02-18T07:33:40.91Z,15988.0,master,0,3,5,2
Li Li,2014-03-14T00:10:38.867Z,15983.0,master,3,2,11,6
Evdilos_Ikaria,2012-12-10T13:38:32.89Z,15957.0,master,9,1,13,3
Mohsin hasan,2014-11-19T15:54:25.01Z,15938.0,master,4,2,9,3
Kirill Zhdanovich,2013-04-01T18:58:14.253Z,15904.0,master,1,1,4,2
Robert,2015-06-23T15:56:34.93Z,15870.0,expert,3,0,7,4
deluXe,2015-06-19T17:40:39.873Z,15869.0,expert,1,1,2,0
nhlx5haze,2012-08-28T09:46:58.483Z,15814.0,grandmaster,2,7,13,4
Arseny Kravchenko,2014-02-10T00:08:19.65Z,15801.0,master,4,1,7,2
Lingzhi,2016-04-15T11:56:36.77Z,15795.0,master,0,1,3,2
Daniel_NTU,2015-03-25T12:42:56.127Z,15792.0,master,0,2,4,2
Ilya Kibardin,2016-12-25T16:21:19.917Z,15773.0,master,1,1,4,2
antklen,2014-10-03T15:58:04.863Z,15565.0,master,2,1,12,9
Sicong Chen,2016-03-07T07:19:58.35Z,15552.0,expert,2,0,7,5
Dmitry Labutsky,2017-04-27T08:22:35.25Z,15534.0,master,1,1,5,3
Callidior,2015-03-21T10:42:49.237Z,15529.0,expert,0,1,2,1
Serigne ,2017-03-18T09:39:45.59Z,15477.0,master,2,1,7,4
rnrq,2016-01-29T18:41:20.213Z,15407.0,expert,3,1,4,0
Steeve Huang,2016-10-19T20:38:28.573Z,15332.0,master,3,1,7,3
Mohd Shadab Alam,2013-12-20T21:00:51.647Z,15086.0,master,5,1,12,6
PaulTodo,2016-02-15T17:59:15.36Z,15071.0,master,1,1,4,2
mleljak,2012-02-11T17:26:35.82Z,15066.0,expert,14,0,29,15
Costas Voglis,2015-01-14T11:23:59.957Z,15064.0,master,5,1,12,6
Jianmin Sun,2014-03-28T20:56:28.827Z,15046.0,master,9,1,22,12
F.J.Martinez-de-Pison,2014-12-29T12:15:28.51Z,14962.0,expert,3,0,17,14
Marcin Pękalski,2011-04-04T16:55:11.577Z,14953.0,master,6,1,9,2
Stefan Stefanov,2011-04-13T12:34:27.887Z,14925.0,master,4,4,13,5
